title_id,beneficiary_id,village_id,right_type,status,area_hectares,application_date,approval_date,survey_number,gps_coordinates,forest_division,forest_range,forest_beat,gram_sabha_resolution_date,sdlc_recommendation_date,dlc_approval_date,title_deed_number,remarks
FRA_TITLE_00001164,FRA_00001134,VIL_000057,CFR,Approved,4.720720429841176,2024-02-28,2025-09-23,SUR_709/34,VIL_000057_47,Mandla_Forest_Division,Mandla_Range_5,Beat_5,2023-07-11,2025-01-10,2025-09-26,DEED_001164,Complete Documentation
FRA_TITLE_00001165,FRA_00001135,VIL_000057,CR,Approved,2.5487081437852193,2023-11-08,2024-02-17,SUR_154/2,VIL_000057_88,Mandla_Forest_Division,Mandla_Range_4,Beat_2,2024-02-23,2025-01-18,2025-09-26,,Approved
FRA_TITLE_00001166,FRA_00001136,VIL_000057,CFR,Approved,0.9217026306141516,2024-12-18,,SUR_529/4,VIL_000057_87,Mandla_Forest_Division,Mandla_Range_1,Beat_10,2022-10-24,2024-06-11,2025-09-26,,Complete Documentation
FRA_TITLE_00001167,FRA_00001137,VIL_000057,CFR,Rejected,1.1220727677041844,2023-12-24,2024-11-28,SUR_793/47,VIL_000057_52,Mandla_Forest_Division,Mandla_Range_4,Beat_5,2023-01-11,2025-03-22,2025-09-26,DEED_001167,Pending Survey
FRA_TITLE_00001168,FRA_00001138,VIL_000057,CFR,Approved,5.393964090463688,2023-02-09,2025-08-23,SUR_229/12,VIL_000057_74,Mandla_Forest_Division,Mandla_Range_2,Beat_1,2023-06-16,2024-09-26,,,Pending Survey
FRA_TITLE_00001169,FRA_00001138,VIL_000057,IFR,Approved,0.4568439125652751,2023-10-24,2025-05-13,SUR_773/41,VIL_000057_85,Mandla_Forest_Division,Mandla_Range_2,Beat_5,2023-09-05,2024-02-24,2025-09-26,DEED_001169,Complete Documentation
FRA_TITLE_00001170,FRA_00001139,VIL_000057,CFR,Approved,3.2139369989241287,2023-01-12,,SUR_396/31,VIL_000057_90,Mandla_Forest_Division,Mandla_Range_4,Beat_1,2023-12-18,2025-04-24,2025-09-26,DEED_001170,Complete Documentation
FRA_TITLE_00001171,FRA_00001139,VIL_000057,IFR,Approved,2.0998790367035456,2023-03-14,2024-05-07,SUR_862/36,VIL_000057_85,Mandla_Forest_Division,Mandla_Range_2,Beat_7,2023-04-15,2025-06-19,2025-09-26,DEED_001171,Complete Documentation
FRA_TITLE_00001172,FRA_00001140,VIL_000057,CR,Pending,7.798405735544083,2025-03-07,2025-06-03,SUR_640/47,VIL_000057_61,Mandla_Forest_Division,Mandla_Range_2,Beat_3,2023-01-13,2025-01-21,2025-09-26,,Pending Survey
FRA_TITLE_00001173,FRA_00001140,VIL_000057,CR,Approved,1.7231831789742833,2023-11-24,,SUR_781/8,VIL_000057_1,Mandla_Forest_Division,Mandla_Range_1,Beat_7,2024-02-10,2024-02-21,2025-09-26,DEED_001173,Pending Survey
FRA_TITLE_00001174,FRA_00001144,VIL_000058,CR,Approved,4.65,2022-12-19,,SUR_381/47,VIL_000058_4,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2024-07-12,2024-07-02,,,Pending Survey
FRA_TITLE_00001175,FRA_00001144,VIL_000058,CR,Approved,8.08,2024-05-27,2025-07-04,SUR_962/1,VIL_000058_32,Mandla_Forest_Division,Mandla_Range_2,Beat_9,2024-06-05,2024-08-12,,,Approved
FRA_TITLE_00001176,FRA_00001144,VIL_000058,CFR,Approved,8.76,2023-10-18,,SUR_588/26,VIL_000058_7,Mandla_Forest_Division,Mandla_Range_5,Beat_7,2023-01-06,2023-12-13,2025-09-26,DEED_001176,Pending Survey
FRA_TITLE_00001177,FRA_00001145,VIL_000058,CR,Approved,5.86,2025-01-26,,SUR_855/1,VIL_000058_13,Mandla_Forest_Division,Mandla_Range_5,Beat_2,2024-08-15,2024-08-08,,DEED_001177,Under Verification
FRA_TITLE_00001178,FRA_00001147,VIL_000058,IFR,Approved,2.22,2023-11-28,,SUR_293/28,VIL_000058_80,Mandla_Forest_Division,Mandla_Range_4,Beat_10,2024-05-05,2025-04-28,2025-09-26,DEED_001178,Complete Documentation
FRA_TITLE_00001179,FRA_00001150,VIL_000058,CFR,Pending,4.26,2023-03-15,2024-05-15,SUR_944/38,VIL_000058_53,Mandla_Forest_Division,Mandla_Range_5,Beat_1,2024-03-10,2024-12-29,,,Pending Survey
FRA_TITLE_00001180,FRA_00001151,VIL_000058,CR,Approved,9.94,2025-01-01,2024-12-02,SUR_720/20,VIL_000058_42,Mandla_Forest_Division,Mandla_Range_5,Beat_10,2024-04-21,2024-12-14,2025-09-26,DEED_001180,Approved
FRA_TITLE_00001181,FRA_00001152,VIL_000058,CR,Approved,5.35,2025-04-28,2025-03-24,SUR_924/21,VIL_000058_6,Mandla_Forest_Division,Mandla_Range_1,Beat_4,2023-04-03,2025-03-12,,,Pending Survey
FRA_TITLE_00001182,FRA_00001152,VIL_000058,CFR,Under_Review,6.16,2023-02-28,,SUR_974/19,VIL_000058_85,Mandla_Forest_Division,Mandla_Range_5,Beat_5,2024-06-21,2025-07-24,2025-09-26,DEED_001182,Approved
FRA_TITLE_00001183,FRA_00001152,VIL_000058,CR,Pending,4.96,2023-02-02,2025-01-30,SUR_435/42,VIL_000058_89,Mandla_Forest_Division,Mandla_Range_2,Beat_4,2023-11-10,2023-11-07,,,Under Verification
FRA_TITLE_00001184,FRA_00001153,VIL_000058,CFR,Under_Review,5.47,2022-11-15,,SUR_998/8,VIL_000058_84,Mandla_Forest_Division,Mandla_Range_3,Beat_10,2023-04-09,2025-02-24,2025-09-26,,Under Verification
FRA_TITLE_00001185,FRA_00001154,VIL_000058,CR,Approved,2.43,2023-06-01,2023-10-19,SUR_603/8,VIL_000058_32,Mandla_Forest_Division,Mandla_Range_4,Beat_4,2022-10-12,2025-06-28,2025-09-26,DEED_001185,Pending Survey
FRA_TITLE_00001186,FRA_00001155,VIL_000058,CR,Rejected,9.33,2025-01-26,2023-11-06,SUR_255/5,VIL_000058_24,Mandla_Forest_Division,Mandla_Range_5,Beat_4,2023-06-28,2024-04-07,,DEED_001186,Approved
FRA_TITLE_00001187,FRA_00001157,VIL_000058,CFR,Approved,4.26,2025-01-18,,SUR_276/8,VIL_000058_41,Mandla_Forest_Division,Mandla_Range_1,Beat_1,2023-04-24,2024-08-25,2025-09-26,DEED_001187,Pending Survey
FRA_TITLE_00001188,FRA_00001159,VIL_000058,CR,Approved,8.38,2023-10-20,2024-04-03,SUR_355/30,VIL_000058_20,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2024-09-24,2024-04-03,2025-09-26,,Under Verification
FRA_TITLE_00001189,FRA_00001159,VIL_000058,CR,Pending,9.47,2024-08-28,2024-12-29,SUR_135/34,VIL_000058_18,Mandla_Forest_Division,Mandla_Range_3,Beat_4,2022-12-30,2024-12-02,2025-09-26,DEED_001189,Pending Survey
FRA_TITLE_00001190,FRA_00001160,VIL_000058,CFR,Rejected,1.17,2023-10-11,2024-06-06,SUR_958/10,VIL_000058_26,Mandla_Forest_Division,Mandla_Range_1,Beat_6,2022-12-08,2025-03-08,2025-09-26,DEED_001190,Pending Survey
FRA_TITLE_00001191,FRA_00001161,VIL_000058,CFR,Under_Review,2.94,2025-03-26,2024-12-23,SUR_968/35,VIL_000058_86,Mandla_Forest_Division,Mandla_Range_2,Beat_6,2024-03-19,2025-03-03,,DEED_001191,Pending Survey
FRA_TITLE_00001192,FRA_00001161,VIL_000058,CFR,Approved,2.13,2024-09-06,,SUR_260/37,VIL_000058_25,Mandla_Forest_Division,Mandla_Range_1,Beat_3,2023-10-29,2024-07-28,2025-09-26,DEED_001192,Approved
FRA_TITLE_00001193,FRA_00001162,VIL_000058,IFR,Approved,1.41,2023-02-05,,SUR_369/8,VIL_000058_3,Mandla_Forest_Division,Mandla_Range_5,Beat_5,2023-11-11,2024-11-24,2025-09-26,DEED_001193,Approved
FRA_TITLE_00001194,FRA_00001163,VIL_000058,IFR,Pending,1.92,2025-07-19,,SUR_390/33,VIL_000058_9,Mandla_Forest_Division,Mandla_Range_4,Beat_2,2023-10-11,2025-07-17,2025-09-26,,Complete Documentation
FRA_TITLE_00001195,FRA_00001164,VIL_000058,IFR,Rejected,2.91,2024-09-23,,SUR_713/27,VIL_000058_71,Mandla_Forest_Division,Mandla_Range_3,Beat_1,2024-08-19,2025-09-24,2025-09-26,DEED_001195,Approved
FRA_TITLE_00001196,FRA_00001165,VIL_000058,CR,Approved,6.65,2024-07-20,2025-09-13,SUR_700/31,VIL_000058_59,Mandla_Forest_Division,Mandla_Range_3,Beat_9,2022-11-21,2024-06-22,2025-09-26,DEED_001196,Approved
FRA_TITLE_00001197,FRA_00001166,VIL_000058,CFR,Under_Review,3.68,2023-10-26,2024-06-12,SUR_126/45,VIL_000058_29,Mandla_Forest_Division,Mandla_Range_4,Beat_8,2022-10-23,2024-09-23,2025-09-26,DEED_001197,Under Verification
FRA_TITLE_00001198,FRA_00001167,VIL_000058,CR,Pending,4.41,2025-09-17,,SUR_174/19,VIL_000058_55,Mandla_Forest_Division,Mandla_Range_2,Beat_5,2023-06-07,2023-09-29,,,Approved
FRA_TITLE_00001199,FRA_00001168,VIL_000058,IFR,Under_Review,3.11,2024-09-07,,SUR_600/12,VIL_000058_19,Mandla_Forest_Division,Mandla_Range_5,Beat_8,2023-03-22,2024-12-29,2025-09-26,DEED_001199,Under Verification
FRA_TITLE_00001200,FRA_00001169,VIL_000058,CFR,Approved,8.75,2022-10-19,2024-11-09,SUR_288/10,VIL_000058_13,Mandla_Forest_Division,Mandla_Range_1,Beat_4,2024-01-05,2023-10-10,2025-09-26,DEED_001200,Under Verification
FRA_TITLE_00001201,FRA_00001170,VIL_000058,IFR,Approved,1.51,2024-03-31,,SUR_118/44,VIL_000058_89,Mandla_Forest_Division,Mandla_Range_2,Beat_4,2022-10-11,2024-07-30,2025-09-26,DEED_001201,Approved
FRA_TITLE_00001202,FRA_00001170,VIL_000058,CR,Approved,4.47,2023-10-23,,SUR_697/11,VIL_000058_38,Mandla_Forest_Division,Mandla_Range_4,Beat_10,2023-03-08,2024-12-22,,,Pending Survey
FRA_TITLE_00001203,FRA_00001172,VIL_000059,CR,Pending,7.65,2024-02-10,,SUR_918/33,VIL_000059_57,Mandla_Forest_Division,Mandla_Range_2,Beat_2,2023-12-08,2023-12-24,,DEED_001203,Under Verification
FRA_TITLE_00001204,FRA_00001172,VIL_000059,IFR,Pending,1.61,2023-10-13,,SUR_148/45,VIL_000059_67,Mandla_Forest_Division,Mandla_Range_5,Beat_10,2024-02-08,2024-01-16,,,Complete Documentation
FRA_TITLE_00001205,FRA_00001173,VIL_000059,CFR,Approved,9.33,2025-08-18,,SUR_287/11,VIL_000059_99,Mandla_Forest_Division,Mandla_Range_4,Beat_7,2023-06-07,2024-10-11,2025-09-26,DEED_001205,Approved
FRA_TITLE_00001206,FRA_00001173,VIL_000059,IFR,Approved,0.87,2023-06-02,2023-10-24,SUR_994/21,VIL_000059_52,Mandla_Forest_Division,Mandla_Range_5,Beat_10,2022-10-24,2024-07-10,2025-09-26,DEED_001206,Complete Documentation
FRA_TITLE_00001207,FRA_00001174,VIL_000059,CFR,Approved,0.75,2025-06-28,2025-04-07,SUR_156/22,VIL_000059_61,Mandla_Forest_Division,Mandla_Range_4,Beat_9,2023-03-16,2024-03-19,,,Pending Survey
FRA_TITLE_00001208,FRA_00001174,VIL_000059,IFR,Approved,3.81,2024-11-29,2024-04-06,SUR_430/40,VIL_000059_93,Mandla_Forest_Division,Mandla_Range_2,Beat_5,2024-07-24,2025-04-21,,,Approved
FRA_TITLE_00001209,FRA_00001174,VIL_000059,IFR,Under_Review,1.6,2024-02-09,2024-12-04,SUR_805/4,VIL_000059_84,Mandla_Forest_Division,Mandla_Range_5,Beat_6,2023-12-03,2024-01-18,2025-09-26,,Approved
FRA_TITLE_00001210,FRA_00001176,VIL_000059,IFR,Pending,2.96,2025-02-14,,SUR_763/41,VIL_000059_32,Mandla_Forest_Division,Mandla_Range_2,Beat_9,2022-11-10,2024-06-09,,DEED_001210,Under Verification
FRA_TITLE_00001211,FRA_00001177,VIL_000059,IFR,Approved,3.59,2024-11-05,2025-02-07,SUR_914/42,VIL_000059_82,Mandla_Forest_Division,Mandla_Range_3,Beat_2,2023-12-28,2024-12-07,,DEED_001211,Complete Documentation
FRA_TITLE_00001212,FRA_00001178,VIL_000059,CR,Approved,3.11,2025-07-16,,SUR_146/7,VIL_000059_74,Mandla_Forest_Division,Mandla_Range_4,Beat_7,2023-03-23,2025-05-22,2025-09-26,DEED_001212,Pending Survey
FRA_TITLE_00001213,FRA_00001179,VIL_000059,CFR,Approved,4.4,2024-11-12,,SUR_864/49,VIL_000059_79,Mandla_Forest_Division,Mandla_Range_5,Beat_3,2024-04-11,2025-08-24,2025-09-26,,Complete Documentation
FRA_TITLE_00001214,FRA_00001181,VIL_000059,IFR,Approved,2.77,2024-04-12,2025-02-11,SUR_436/27,VIL_000059_14,Mandla_Forest_Division,Mandla_Range_2,Beat_5,2023-02-25,2024-02-03,2025-09-26,DEED_001214,Complete Documentation
FRA_TITLE_00001215,FRA_00001181,VIL_000059,IFR,Approved,1.01,2023-02-24,2025-04-09,SUR_125/27,VIL_000059_44,Mandla_Forest_Division,Mandla_Range_2,Beat_3,2024-03-28,2024-08-17,2025-09-26,DEED_001215,Pending Survey
FRA_TITLE_00001216,FRA_00001182,VIL_000059,IFR,Approved,1.77,2023-06-08,,SUR_531/33,VIL_000059_29,Mandla_Forest_Division,Mandla_Range_1,Beat_10,2024-03-18,2025-03-30,,,Under Verification
FRA_TITLE_00001217,FRA_00001183,VIL_000059,CFR,Rejected,8.88,2022-11-08,2025-06-17,SUR_953/9,VIL_000059_52,Mandla_Forest_Division,Mandla_Range_2,Beat_4,2023-01-19,2023-12-27,,,Complete Documentation
FRA_TITLE_00001218,FRA_00001183,VIL_000059,CFR,Rejected,9.49,2023-07-15,,SUR_843/48,VIL_000059_42,Mandla_Forest_Division,Mandla_Range_2,Beat_9,2024-08-12,2024-11-15,2025-09-26,,Pending Survey
FRA_TITLE_00001219,FRA_00001184,VIL_000059,CFR,Under_Review,6.94,2024-05-29,2024-05-21,SUR_943/38,VIL_000059_69,Mandla_Forest_Division,Mandla_Range_5,Beat_8,2024-02-25,2024-09-07,,DEED_001219,Approved
FRA_TITLE_00001220,FRA_00001186,VIL_000060,CR,Approved,1.45,2023-01-02,2024-03-09,SUR_173/6,VIL_000060_75,Mandla_Forest_Division,Mandla_Range_3,Beat_1,2024-08-19,2025-08-03,2025-09-26,DEED_001220,Complete Documentation
FRA_TITLE_00001221,FRA_00001186,VIL_000060,IFR,Pending,3.48,2023-07-17,2023-12-20,SUR_776/21,VIL_000060_16,Mandla_Forest_Division,Mandla_Range_1,Beat_7,2023-05-21,2024-05-16,2025-09-26,DEED_001221,Approved
FRA_TITLE_00001222,FRA_00001187,VIL_000060,CFR,Pending,2.45,2024-08-10,2024-02-27,SUR_916/6,VIL_000060_71,Mandla_Forest_Division,Mandla_Range_3,Beat_6,2024-06-03,2024-05-18,2025-09-26,DEED_001222,Approved
FRA_TITLE_00001223,FRA_00001187,VIL_000060,CFR,Rejected,7.31,2023-11-04,2024-08-19,SUR_914/32,VIL_000060_32,Mandla_Forest_Division,Mandla_Range_4,Beat_2,2024-07-29,2023-10-30,2025-09-26,,Complete Documentation
FRA_TITLE_00001224,FRA_00001188,VIL_000060,CR,Approved,7.86,2022-12-31,,SUR_781/24,VIL_000060_68,Mandla_Forest_Division,Mandla_Range_5,Beat_5,2022-10-11,2025-02-02,2025-09-26,DEED_001224,Approved
FRA_TITLE_00001225,FRA_00001190,VIL_000060,CFR,Approved,7.68,2024-07-12,2024-11-06,SUR_603/18,VIL_000060_89,Mandla_Forest_Division,Mandla_Range_4,Beat_8,2023-09-15,2024-07-18,,,Under Verification
FRA_TITLE_00001226,FRA_00001190,VIL_000060,CFR,Approved,9.41,2022-11-14,2024-03-25,SUR_488/18,VIL_000060_61,Mandla_Forest_Division,Mandla_Range_3,Beat_9,2023-03-30,2024-10-31,,DEED_001226,Pending Survey
FRA_TITLE_00001227,FRA_00001191,VIL_000060,CFR,Under_Review,9.03,2023-12-17,,SUR_819/35,VIL_000060_38,Mandla_Forest_Division,Mandla_Range_5,Beat_1,2023-10-21,2024-08-03,2025-09-26,DEED_001227,Under Verification
FRA_TITLE_00001228,FRA_00001191,VIL_000060,CR,Pending,5.45,2023-06-28,,SUR_639/24,VIL_000060_14,Mandla_Forest_Division,Mandla_Range_4,Beat_4,2023-06-17,2024-10-17,,DEED_001228,Approved
FRA_TITLE_00001229,FRA_00001191,VIL_000060,CFR,Rejected,1.35,2023-08-28,2024-03-13,SUR_857/44,VIL_000060_6,Mandla_Forest_Division,Mandla_Range_3,Beat_7,2022-10-24,2025-03-22,,,Under Verification
FRA_TITLE_00001230,FRA_00001192,VIL_000060,IFR,Rejected,1.71,2023-07-23,2025-01-30,SUR_302/39,VIL_000060_91,Mandla_Forest_Division,Mandla_Range_1,Beat_7,2023-02-12,2023-12-02,2025-09-26,,Approved
FRA_TITLE_00001231,FRA_00001194,VIL_000060,CR,Under_Review,1.38,2023-11-15,,SUR_500/36,VIL_000060_41,Mandla_Forest_Division,Mandla_Range_1,Beat_5,2024-08-04,2024-08-06,2025-09-26,DEED_001231,Pending Survey
FRA_TITLE_00001232,FRA_00001195,VIL_000060,IFR,Approved,1.44,2025-04-30,2024-08-14,SUR_839/48,VIL_000060_80,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2023-05-03,2023-10-30,,DEED_001232,Under Verification
FRA_TITLE_00001233,FRA_00001196,VIL_000060,IFR,Approved,0.68,2023-01-12,,SUR_749/11,VIL_000060_31,Mandla_Forest_Division,Mandla_Range_5,Beat_8,2023-03-13,2025-06-19,,DEED_001233,Pending Survey
FRA_TITLE_00001234,FRA_00001196,VIL_000060,CR,Approved,6.7,2023-09-17,2025-07-27,SUR_500/22,VIL_000060_35,Mandla_Forest_Division,Mandla_Range_2,Beat_5,2023-05-22,2024-03-07,2025-09-26,,Complete Documentation
FRA_TITLE_00001235,FRA_00001197,VIL_000060,CFR,Approved,2.31,2025-04-05,2023-12-12,SUR_800/8,VIL_000060_27,Mandla_Forest_Division,Mandla_Range_3,Beat_4,2023-11-07,2025-05-11,2025-09-26,,Approved
FRA_TITLE_00001236,FRA_00001198,VIL_000060,CFR,Approved,0.84,2023-09-18,,SUR_998/45,VIL_000060_77,Mandla_Forest_Division,Mandla_Range_5,Beat_4,2024-09-25,2024-12-25,,DEED_001236,Complete Documentation
FRA_TITLE_00001237,FRA_00001199,VIL_000061,CR,Approved,7.84,2023-02-17,,SUR_727/26,VIL_000061_44,Mandla_Forest_Division,Mandla_Range_3,Beat_6,2024-05-16,2025-09-16,,DEED_001237,Under Verification
FRA_TITLE_00001238,FRA_00001199,VIL_000061,CFR,Rejected,3.35,2023-07-30,2025-05-28,SUR_282/15,VIL_000061_66,Mandla_Forest_Division,Mandla_Range_2,Beat_8,2022-10-13,2025-03-10,2025-09-26,DEED_001238,Under Verification
FRA_TITLE_00001239,FRA_00001199,VIL_000061,CFR,Rejected,7.26,2024-08-18,2025-02-15,SUR_254/50,VIL_000061_94,Mandla_Forest_Division,Mandla_Range_1,Beat_9,2023-09-08,2024-12-17,2025-09-26,DEED_001239,Approved
FRA_TITLE_00001240,FRA_00001200,VIL_000061,IFR,Approved,2.67,2024-06-09,,SUR_960/15,VIL_000061_26,Mandla_Forest_Division,Mandla_Range_5,Beat_5,2022-11-05,2024-01-18,,DEED_001240,Pending Survey
FRA_TITLE_00001241,FRA_00001200,VIL_000061,CR,Approved,3.23,2024-09-05,,SUR_983/7,VIL_000061_20,Mandla_Forest_Division,Mandla_Range_3,Beat_7,2024-08-25,2024-01-09,2025-09-26,DEED_001241,Complete Documentation
FRA_TITLE_00001242,FRA_00001203,VIL_000061,IFR,Rejected,3.18,2023-07-30,2023-09-30,SUR_903/30,VIL_000061_74,Mandla_Forest_Division,Mandla_Range_4,Beat_3,2023-03-01,2025-04-04,,DEED_001242,Approved
FRA_TITLE_00001243,FRA_00001203,VIL_000061,CR,Approved,3.49,2024-10-14,2024-08-19,SUR_144/34,VIL_000061_29,Mandla_Forest_Division,Mandla_Range_2,Beat_5,2023-05-29,2023-10-29,,DEED_001243,Approved
FRA_TITLE_00001244,FRA_00001204,VIL_000061,IFR,Approved,3.48,2025-06-16,2025-09-13,SUR_595/27,VIL_000061_10,Mandla_Forest_Division,Mandla_Range_5,Beat_10,2024-01-15,2023-11-30,2025-09-26,DEED_001244,Complete Documentation
FRA_TITLE_00001245,FRA_00001204,VIL_000061,IFR,Under_Review,1.93,2024-06-04,2025-05-07,SUR_821/25,VIL_000061_48,Mandla_Forest_Division,Mandla_Range_2,Beat_8,2023-03-19,2024-03-12,,DEED_001245,Pending Survey
FRA_TITLE_00001246,FRA_00001206,VIL_000061,IFR,Approved,3.57,2025-07-09,2023-12-04,SUR_723/34,VIL_000061_31,Mandla_Forest_Division,Mandla_Range_4,Beat_2,2023-03-01,2024-08-30,2025-09-26,DEED_001246,Approved
FRA_TITLE_00001247,FRA_00001208,VIL_000061,CR,Pending,4.6,2024-02-03,,SUR_838/10,VIL_000061_65,Mandla_Forest_Division,Mandla_Range_2,Beat_9,2023-09-16,2024-04-16,,,Under Verification
FRA_TITLE_00001248,FRA_00001208,VIL_000061,CFR,Approved,9.49,2025-04-20,2025-07-23,SUR_796/32,VIL_000061_5,Mandla_Forest_Division,Mandla_Range_1,Beat_6,2022-12-10,2024-08-26,2025-09-26,DEED_001248,Under Verification
FRA_TITLE_00001249,FRA_00001211,VIL_000061,IFR,Approved,0.82,2025-01-31,,SUR_267/34,VIL_000061_2,Mandla_Forest_Division,Mandla_Range_5,Beat_3,2023-05-19,2024-02-05,2025-09-26,DEED_001249,Complete Documentation
FRA_TITLE_00001250,FRA_00001211,VIL_000061,IFR,Pending,2.76,2025-07-16,2024-01-30,SUR_757/12,VIL_000061_71,Mandla_Forest_Division,Mandla_Range_2,Beat_3,2023-10-28,2025-07-03,2025-09-26,DEED_001250,Under Verification
FRA_TITLE_00001251,FRA_00001211,VIL_000061,IFR,Under_Review,2.6,2023-10-14,2025-04-25,SUR_359/27,VIL_000061_50,Mandla_Forest_Division,Mandla_Range_4,Beat_6,2024-06-15,2024-05-03,2025-09-26,,Approved
FRA_TITLE_00001252,FRA_00001212,VIL_000061,IFR,Approved,2.07,2023-09-01,2024-02-27,SUR_614/16,VIL_000061_15,Mandla_Forest_Division,Mandla_Range_4,Beat_2,2023-10-09,2024-02-10,2025-09-26,,Approved
FRA_TITLE_00001253,FRA_00001213,VIL_000061,CFR,Approved,6.12,2023-01-24,,SUR_199/43,VIL_000061_78,Mandla_Forest_Division,Mandla_Range_3,Beat_10,2024-04-03,2023-12-10,2025-09-26,,Approved
FRA_TITLE_00001254,FRA_00001213,VIL_000061,IFR,Pending,3.63,2023-12-09,2024-09-21,SUR_386/22,VIL_000061_19,Mandla_Forest_Division,Mandla_Range_5,Beat_6,2024-01-15,2024-05-27,2025-09-26,,Under Verification
FRA_TITLE_00001255,FRA_00001214,VIL_000061,CFR,Approved,3.91,2024-05-10,2025-09-06,SUR_390/41,VIL_000061_59,Mandla_Forest_Division,Mandla_Range_4,Beat_9,2024-02-14,2024-10-07,2025-09-26,DEED_001255,Complete Documentation
FRA_TITLE_00001256,FRA_00001214,VIL_000061,IFR,Pending,2.93,2024-08-27,,SUR_815/35,VIL_000061_51,Mandla_Forest_Division,Mandla_Range_4,Beat_7,2023-03-20,2025-06-16,2025-09-26,,Complete Documentation
FRA_TITLE_00001257,FRA_00001215,VIL_000061,CR,Approved,1.45,2025-05-20,2024-07-12,SUR_476/43,VIL_000061_86,Mandla_Forest_Division,Mandla_Range_4,Beat_2,2023-03-30,2025-09-18,2025-09-26,,Complete Documentation
FRA_TITLE_00001258,FRA_00001216,VIL_000061,IFR,Approved,3.63,2025-03-28,,SUR_318/32,VIL_000061_5,Mandla_Forest_Division,Mandla_Range_1,Beat_2,2022-09-30,2024-08-06,,DEED_001258,Complete Documentation
FRA_TITLE_00001259,FRA_00001216,VIL_000061,CR,Approved,6.01,2025-05-04,2025-03-14,SUR_260/46,VIL_000061_47,Mandla_Forest_Division,Mandla_Range_5,Beat_3,2024-02-24,2025-02-06,2025-09-26,DEED_001259,Under Verification
FRA_TITLE_00001260,FRA_00001217,VIL_000061,IFR,Approved,2.09,2023-06-27,2023-12-08,SUR_429/21,VIL_000061_15,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2023-05-13,2024-04-23,2025-09-26,DEED_001260,Pending Survey
FRA_TITLE_00001261,FRA_00001220,VIL_000061,IFR,Approved,2.41,2023-05-07,,SUR_900/38,VIL_000061_34,Mandla_Forest_Division,Mandla_Range_3,Beat_3,2024-09-17,2024-02-13,2025-09-26,DEED_001261,Under Verification
FRA_TITLE_00001262,FRA_00001220,VIL_000061,CFR,Approved,7.96,2025-08-21,,SUR_379/45,VIL_000061_94,Mandla_Forest_Division,Mandla_Range_5,Beat_7,2023-05-29,2025-07-29,,,Approved
FRA_TITLE_00001263,FRA_00001220,VIL_000061,CFR,Approved,3.79,2023-04-13,,SUR_510/39,VIL_000061_48,Mandla_Forest_Division,Mandla_Range_2,Beat_8,2024-03-11,2024-02-10,,DEED_001263,Complete Documentation
FRA_TITLE_00001264,FRA_00001222,VIL_000061,CR,Approved,9.61,2023-06-04,2024-09-24,SUR_462/44,VIL_000061_63,Mandla_Forest_Division,Mandla_Range_5,Beat_2,2023-10-04,2025-04-15,2025-09-26,,Pending Survey
FRA_TITLE_00001265,FRA_00001223,VIL_000062,IFR,Rejected,1.22,2025-09-20,,SUR_929/7,VIL_000062_39,Mandla_Forest_Division,Mandla_Range_3,Beat_9,2022-12-04,2024-09-18,2025-09-26,DEED_001265,Pending Survey
FRA_TITLE_00001266,FRA_00001224,VIL_000062,IFR,Approved,2.26,2023-06-06,2024-06-15,SUR_407/29,VIL_000062_86,Mandla_Forest_Division,Mandla_Range_5,Beat_8,2023-03-02,2024-09-29,2025-09-26,,Complete Documentation
FRA_TITLE_00001267,FRA_00001224,VIL_000062,IFR,Rejected,3.98,2025-03-03,2024-10-25,SUR_413/50,VIL_000062_90,Mandla_Forest_Division,Mandla_Range_1,Beat_6,2023-01-03,2023-11-07,2025-09-26,DEED_001267,Complete Documentation
FRA_TITLE_00001268,FRA_00001225,VIL_000062,CR,Under_Review,3.8,2024-03-14,,SUR_424/29,VIL_000062_41,Mandla_Forest_Division,Mandla_Range_5,Beat_9,2023-01-27,2025-07-26,2025-09-26,DEED_001268,Under Verification
FRA_TITLE_00001269,FRA_00001226,VIL_000062,CFR,Approved,9.14,2025-08-16,2025-05-25,SUR_748/29,VIL_000062_14,Mandla_Forest_Division,Mandla_Range_1,Beat_2,2024-04-22,2024-12-18,2025-09-26,DEED_001269,Complete Documentation
FRA_TITLE_00001270,FRA_00001226,VIL_000062,IFR,Pending,2.01,2024-02-10,,SUR_680/4,VIL_000062_81,Mandla_Forest_Division,Mandla_Range_5,Beat_9,2023-02-15,2024-09-14,2025-09-26,,Under Verification
FRA_TITLE_00001271,FRA_00001227,VIL_000062,CR,Rejected,3.17,2023-01-18,,SUR_299/3,VIL_000062_68,Mandla_Forest_Division,Mandla_Range_4,Beat_6,2023-11-27,2023-12-01,,DEED_001271,Approved
FRA_TITLE_00001272,FRA_00001229,VIL_000062,CR,Approved,4.28,2024-01-19,2025-01-11,SUR_717/25,VIL_000062_6,Mandla_Forest_Division,Mandla_Range_2,Beat_3,2024-07-23,2024-06-17,2025-09-26,,Complete Documentation
