Map_Id,village_id,village_name,village_latitude,village_longitude,village_population,village_sc_population,village_st_population,village_female_population,village_male_population,village_female_literate,village_male_literate,village_female_illiterate,village_male_illiterate,village_households,village_water_area_ha,village_vegetation_area_ha,village_forest_area_ha,village_built_area_ha,village_barren_area_ha,village_total_area_ha,village_water_percent,village_vegetation_percent,village_forest_percent,village_built_percent,village_barren_percent,gp_id,gp_name,gp_name_census,gp_census_id,gp_latitude,gp_longitude,gp_total_population,gp_sc_population,gp_st_population,villages_in_gp,block_id,block_name,subdistrict_name,subdistrict_census_code,district_code,district_name,district_census_name,state,data_note,map_gp_id
VIL_000235,492468,Khamhariya (Bhondi),23.01335904,80.25057901,752.0,1.0,668.0,381.0,371.0,138.0,211.0,243.0,160.0,173.0,0.79,239.91,83.91,8.39,68.93,401.93,0.2,59.69,20.88,2.09,17.15,142718,Bhoudi,bhoudi,167747.0,23.01335904,80.25057901,3008.0,3.0,2673.0,4,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000078
VIL_000236,492465,Singhanpuri(Jewra),23.01335904,80.25057901,752.0,1.0,668.0,381.0,371.0,138.0,211.0,243.0,160.0,173.0,0.79,239.91,83.91,8.39,68.93,401.93,0.2,59.69,20.88,2.09,17.15,142718,Bhoudi,bhoudi,167747.0,23.01335904,80.25057901,3008.0,3.0,2673.0,4,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000078
VIL_000237,492636,Bijadandi,23.00048952,80.15009229,2282.0,130.0,767.0,1139.0,1143.0,783.0,913.0,356.0,230.0,515.0,3.61,595.29,187.05,6.43,45.73,838.11,0.43,71.03,22.32,0.77,5.46,142719,Bijadandi,bijadandi,167809.0,23.00048952,80.15009229,2282.0,130.0,767.0,1,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000079
VIL_000238,492455,Bilnagari Mal.,23.08791481,80.23165339,604.0,5.0,428.0,305.0,299.0,122.0,160.0,183.0,138.0,138.0,3.97,227.85,25.68,6.09,68.44,332.02,1.2,68.63,7.73,1.83,20.61,142720,Bilnagari,bilnagari,167743.0,23.08791481,80.23165339,2415.0,19.0,1710.0,4,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000080
VIL_000239,492456,Bilnagari Ryt.,23.08791481,80.23165339,604.0,5.0,428.0,305.0,299.0,122.0,160.0,183.0,138.0,138.0,3.97,227.85,25.68,6.09,68.44,332.02,1.2,68.63,7.73,1.83,20.61,142720,Bilnagari,bilnagari,167743.0,23.08791481,80.23165339,2415.0,19.0,1710.0,4,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000080
VIL_000240,492451,Chikhali Mal.,23.08791481,80.23165339,604.0,5.0,428.0,305.0,299.0,122.0,160.0,183.0,138.0,138.0,3.97,227.85,25.68,6.09,68.44,332.02,1.2,68.63,7.73,1.83,20.61,142720,Bilnagari,bilnagari,167743.0,23.08791481,80.23165339,2415.0,19.0,1710.0,4,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000080
VIL_000241,492452,Katangi (Bhabhera),23.08791481,80.23165339,604.0,5.0,428.0,305.0,299.0,122.0,160.0,183.0,138.0,138.0,3.97,227.85,25.68,6.09,68.44,332.02,1.2,68.63,7.73,1.83,20.61,142720,Bilnagari,bilnagari,167743.0,23.08791481,80.23165339,2415.0,19.0,1710.0,4,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000080
VIL_000242,492453,Bhabhera Mal.,23.07398772,80.25150275,823.0,0.0,715.0,410.0,413.0,162.0,244.0,248.0,168.0,180.0,4.5,304.38,75.84,4.84,53.56,443.12,1.02,68.69,17.12,1.09,12.09,142721,Chargaon Kala,chargaon kala,167744.0,23.07398772,80.25150275,1646.0,0.0,1430.0,2,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000081
VIL_000243,492454,Chargaon (Bilnagari),23.07398772,80.25150275,823.0,0.0,715.0,410.0,413.0,162.0,244.0,248.0,168.0,180.0,4.5,304.38,75.84,4.84,53.56,443.12,1.02,68.69,17.12,1.09,12.09,142721,Chargaon Kala,chargaon kala,167744.0,23.07398772,80.25150275,1646.0,0.0,1430.0,2,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000081
VIL_000244,492646,Chargaon (Dhanwahi),22.93320734,80.15087751,508.0,1.0,423.0,257.0,251.0,114.0,163.0,143.0,88.0,121.0,0.0,245.47,84.04,2.08,41.15,372.74,0.0,65.85,22.55,0.56,11.04,142722,Chargaon Mal,chargaon mal,167813.0,22.93320734,80.15087751,1524.0,2.0,1268.0,3,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000082
VIL_000245,492648,Khusar,22.93320734,80.15087751,508.0,1.0,423.0,257.0,251.0,114.0,163.0,143.0,88.0,121.0,0.0,245.47,84.04,2.08,41.15,372.74,0.0,65.85,22.55,0.56,11.04,142722,Chargaon Mal,chargaon mal,167813.0,22.93320734,80.15087751,1524.0,2.0,1268.0,3,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000082
VIL_000246,492647,Pipariya Ryt. (Chargaon),22.93320734,80.15087751,508.0,1.0,423.0,257.0,251.0,114.0,163.0,143.0,88.0,121.0,0.0,245.47,84.04,2.08,41.15,372.74,0.0,65.85,22.55,0.56,11.04,142722,Chargaon Mal,chargaon mal,167813.0,22.93320734,80.15087751,1524.0,2.0,1268.0,3,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000082
VIL_000247,492457,Chhindgaon Ryt.,23.01920319,80.30005949,587.0,2.0,532.0,292.0,294.0,110.0,179.0,182.0,116.0,142.0,0.86,307.17,137.92,14.18,118.22,578.35,0.15,53.11,23.85,2.45,20.44,142723,Chhindgaon,chhindgaon,167745.0,23.01920319,80.30005949,3520.0,11.0,3193.0,6,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000083
VIL_000248,492459,Dahna Ryt.,23.01920319,80.30005949,587.0,2.0,532.0,292.0,294.0,110.0,179.0,182.0,116.0,142.0,0.86,307.17,137.92,14.18,118.22,578.35,0.15,53.11,23.85,2.45,20.44,142723,Chhindgaon,chhindgaon,167745.0,23.01920319,80.30005949,3520.0,11.0,3193.0,6,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000083
VIL_000249,492458,Dungariya Ryt.(Chhindgaon),23.01920319,80.30005949,587.0,2.0,532.0,292.0,294.0,110.0,179.0,182.0,116.0,142.0,0.86,307.17,137.92,14.18,118.22,578.35,0.15,53.11,23.85,2.45,20.44,142723,Chhindgaon,chhindgaon,167745.0,23.01920319,80.30005949,3520.0,11.0,3193.0,6,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000083
VIL_000250,492460,Ghughari (Bhainswahi),23.01920319,80.30005949,587.0,2.0,532.0,292.0,294.0,110.0,179.0,182.0,116.0,142.0,0.86,307.17,137.92,14.18,118.22,578.35,0.15,53.11,23.85,2.45,20.44,142723,Chhindgaon,chhindgaon,167745.0,23.01920319,80.30005949,3520.0,11.0,3193.0,6,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000083
VIL_000251,492614,Padariya F.V.,23.01920319,80.30005949,587.0,2.0,532.0,292.0,294.0,110.0,179.0,182.0,116.0,142.0,0.86,307.17,137.92,14.18,118.22,578.35,0.15,53.11,23.85,2.45,20.44,142723,Chhindgaon,chhindgaon,167745.0,23.01920319,80.30005949,3520.0,11.0,3193.0,6,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000083
VIL_000252,492461,Padariya Mal.(Salhepani),23.01920319,80.30005949,587.0,2.0,532.0,292.0,294.0,110.0,179.0,182.0,116.0,142.0,0.86,307.17,137.92,14.18,118.22,578.35,0.15,53.11,23.85,2.45,20.44,142723,Chhindgaon,chhindgaon,167745.0,23.01920319,80.30005949,3520.0,11.0,3193.0,6,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000083
VIL_000253,492676,Deori (Bakai),22.99758811,80.01713774,554.0,13.0,456.0,273.0,281.0,105.0,166.0,168.0,115.0,120.0,209.13,307.79,382.33,2.34,22.62,924.21,22.63,33.3,41.37,0.25,2.45,142724,Deori,deori,167823.0,22.99758811,80.01713774,2217.0,53.0,1822.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000084
VIL_000254,492789,Papdi Kalan,22.99758811,80.01713774,554.0,13.0,456.0,273.0,281.0,105.0,166.0,168.0,115.0,120.0,209.13,307.79,382.33,2.34,22.62,924.21,22.63,33.3,41.37,0.25,2.45,142724,Deori,deori,167823.0,22.99758811,80.01713774,2217.0,53.0,1822.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000084
VIL_000255,492790,Papdi Khurd,22.99758811,80.01713774,554.0,13.0,456.0,273.0,281.0,105.0,166.0,168.0,115.0,120.0,209.13,307.79,382.33,2.34,22.62,924.21,22.63,33.3,41.37,0.25,2.45,142724,Deori,deori,167823.0,22.99758811,80.01713774,2217.0,53.0,1822.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000084
VIL_000256,492677,Pipardahi,22.99758811,80.01713774,554.0,13.0,456.0,273.0,281.0,105.0,166.0,168.0,115.0,120.0,209.13,307.79,382.33,2.34,22.62,924.21,22.63,33.3,41.37,0.25,2.45,142724,Deori,deori,167823.0,22.99758811,80.01713774,2217.0,53.0,1822.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000084
VIL_000257,492641,Dhanwahi,22.96131173,80.18609745,970.0,6.0,793.0,476.0,494.0,218.0,345.0,258.0,150.0,207.0,0.52,314.08,88.6,7.8,86.56,497.58,0.1,63.12,17.81,1.57,17.4,142725,Dhanwahi,dhanwahi,167811.0,22.96131173,80.18609745,1941.0,11.0,1586.0,2,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000085
VIL_000258,492642,Sodhan Pipariya,22.96131173,80.18609745,970.0,6.0,793.0,476.0,494.0,218.0,345.0,258.0,150.0,207.0,0.52,314.08,88.6,7.8,86.56,497.58,0.1,63.12,17.81,1.57,17.4,142725,Dhanwahi,dhanwahi,167811.0,22.96131173,80.18609745,1941.0,11.0,1586.0,2,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000085
VIL_000259,492634,Dhudhuwa,23.02320913,80.14239492,522.0,0.0,473.0,260.0,262.0,107.0,170.0,153.0,93.0,116.0,12.09,192.24,34.44,3.16,26.35,268.28,4.51,71.66,12.84,1.18,9.82,142726,Dudua,dudua,167808.0,23.02320913,80.14239492,1567.0,0.0,1418.0,3,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000086
VIL_000260,492635,Khapa (Gopalpur),23.02320913,80.14239492,522.0,0.0,473.0,260.0,262.0,107.0,170.0,153.0,93.0,116.0,12.09,192.24,34.44,3.16,26.35,268.28,4.51,71.66,12.84,1.18,9.82,142726,Dudua,dudua,167808.0,23.02320913,80.14239492,1567.0,0.0,1418.0,3,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000086
VIL_000261,492799,Moiyanala F.V.,23.02320913,80.14239492,522.0,0.0,473.0,260.0,262.0,107.0,170.0,153.0,93.0,116.0,12.09,192.24,34.44,3.16,26.35,268.28,4.51,71.66,12.84,1.18,9.82,142726,Dudua,dudua,167808.0,23.02320913,80.14239492,1567.0,0.0,1418.0,3,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000086
VIL_000262,930900,Chhiwaliya Mal,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000263,930901,Chhiwaliya Ryt,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000264,492690,Jamthar Mal.,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000265,931064,Kihrupipariya Ryt,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000266,492795,Kirhupipariya Mal,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000267,930899,Maneri Ryt,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000268,492688,Mooldongri,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000269,492796,Pipariya Jar.,22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000270,492687,Salaiya (Maneri),22.85729623,79.99672633,112.0,4.0,88.0,60.0,52.0,27.0,35.0,32.0,17.0,27.0,57.82,132.28,39.47,4.09,28.53,262.19,22.05,50.45,15.05,1.56,10.88,142727,Jamthar,jamthar,167827.0,22.85729623,79.99672633,1004.0,36.0,788.0,9,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000087
VIL_000271,492623,Dobhi (Udaipur),23.05934761,80.08362449,759.0,10.0,654.0,388.0,370.0,156.0,212.0,232.0,158.0,170.0,3.09,293.09,110.91,3.84,26.69,437.61,0.71,66.97,25.34,0.88,6.1,142728,Jamunia,jamunia,167803.0,23.05934761,80.08362449,1518.0,19.0,1307.0,2,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000088
VIL_000272,492624,Jamuniya (Dobhi),23.05934761,80.08362449,759.0,10.0,654.0,388.0,370.0,156.0,212.0,232.0,158.0,170.0,3.09,293.09,110.91,3.84,26.69,437.61,0.71,66.97,25.34,0.88,6.1,142728,Jamunia,jamunia,167803.0,23.05934761,80.08362449,1518.0,19.0,1307.0,2,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000088
VIL_000273,492649,Dalkapad,22.92934402,80.20367979,1132.0,25.0,524.0,558.0,574.0,324.0,422.0,233.0,152.0,242.0,0.19,324.74,73.69,13.4,111.08,523.1,0.04,62.08,14.09,2.56,21.23,142729,Kalpi,kalpi,167814.0,22.92934402,80.20367979,2264.0,50.0,1049.0,2,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000089
VIL_000274,492805,Kalpi F.V.,22.92934402,80.20367979,1132.0,25.0,524.0,558.0,574.0,324.0,422.0,233.0,152.0,242.0,0.19,324.74,73.69,13.4,111.08,523.1,0.04,62.08,14.09,2.56,21.23,142729,Kalpi,kalpi,167814.0,22.92934402,80.20367979,2264.0,50.0,1049.0,2,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000089
VIL_000275,492474,Barga,22.95619208,80.22908521,649.0,0.0,528.0,333.0,317.0,139.0,196.0,194.0,121.0,141.0,0.0,203.44,14.66,17.5,113.6,349.2,0.0,58.26,4.2,5.01,32.53,142730,Katungi,katungi,167749.0,22.95619208,80.22908521,1948.0,0.0,1583.0,3,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000090
VIL_000276,492475,Bataiganj,22.95619208,80.22908521,649.0,0.0,528.0,333.0,317.0,139.0,196.0,194.0,121.0,141.0,0.0,203.44,14.66,17.5,113.6,349.2,0.0,58.26,4.2,5.01,32.53,142730,Katungi,katungi,167749.0,22.95619208,80.22908521,1948.0,0.0,1583.0,3,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000090
VIL_000277,492472,Katangi (Chaurai),22.95619208,80.22908521,649.0,0.0,528.0,333.0,317.0,139.0,196.0,194.0,121.0,141.0,0.0,203.44,14.66,17.5,113.6,349.2,0.0,58.26,4.2,5.01,32.53,142730,Katungi,katungi,167749.0,22.95619208,80.22908521,1948.0,0.0,1583.0,3,3901,Bijadandi,Niwas,3641.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000090
VIL_000278,492638,Ghonta,22.97510602,80.14454769,580.0,2.0,478.0,296.0,285.0,120.0,174.0,176.0,111.0,124.0,0.0,321.3,47.4,9.99,72.09,450.78,0.0,71.28,10.51,2.22,15.99,142731,Khamherkheda,khamherkheda,167810.0,22.97510602,80.14454769,2322.0,9.0,1911.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000091
VIL_000279,492640,Ghughari (Chauki),22.97510602,80.14454769,580.0,2.0,478.0,296.0,285.0,120.0,174.0,176.0,111.0,124.0,0.0,321.3,47.4,9.99,72.09,450.78,0.0,71.28,10.51,2.22,15.99,142731,Khamherkheda,khamherkheda,167810.0,22.97510602,80.14454769,2322.0,9.0,1911.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000091
VIL_000280,492637,Khamher Kheda,22.97510602,80.14454769,580.0,2.0,478.0,296.0,285.0,120.0,174.0,176.0,111.0,124.0,0.0,321.3,47.4,9.99,72.09,450.78,0.0,71.28,10.51,2.22,15.99,142731,Khamherkheda,khamherkheda,167810.0,22.97510602,80.14454769,2322.0,9.0,1911.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000091
VIL_000281,492639,Kurkuti,22.97510602,80.14454769,580.0,2.0,478.0,296.0,285.0,120.0,174.0,176.0,111.0,124.0,0.0,321.3,47.4,9.99,72.09,450.78,0.0,71.28,10.51,2.22,15.99,142731,Khamherkheda,khamherkheda,167810.0,22.97510602,80.14454769,2322.0,9.0,1911.0,4,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000091
VIL_000282,492708,Khanora Chak (Khanaura Chak),,,,,,,,,,,,,,,,,,,,,,,,300017,Khanora,,,,,,,,2,3901,Bijadandi,,,415,Mandla,,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000489
VIL_000283,492702,Tinsai,,,,,,,,,,,,,,,,,,,,,,,,300017,Khanora,,,,,,,,2,3901,Bijadandi,,,415,Mandla,,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000489
VIL_000284,492684,Chaurai (Hinotiya),22.90821581,80.00258312,233.0,9.0,208.0,117.0,116.0,52.0,68.0,64.0,47.0,53.0,175.11,285.65,102.2,7.83,47.4,618.19,28.33,46.21,16.53,1.27,7.67,142732,Khapamal,khapamal,167825.0,22.90821581,80.00258312,1629.0,66.0,1456.0,7,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000092
VIL_000285,492792,Ghansor,22.90821581,80.00258312,233.0,9.0,208.0,117.0,116.0,52.0,68.0,64.0,47.0,53.0,175.11,285.65,102.2,7.83,47.4,618.19,28.33,46.21,16.53,1.27,7.67,142732,Khapamal,khapamal,167825.0,22.90821581,80.00258312,1629.0,66.0,1456.0,7,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000092
VIL_000286,492793,Hinotiya,22.90821581,80.00258312,233.0,9.0,208.0,117.0,116.0,52.0,68.0,64.0,47.0,53.0,175.11,285.65,102.2,7.83,47.4,618.19,28.33,46.21,16.53,1.27,7.67,142732,Khapamal,khapamal,167825.0,22.90821581,80.00258312,1629.0,66.0,1456.0,7,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000092
VIL_000287,492681,Khapa Mal.(Jamthar),22.90821581,80.00258312,233.0,9.0,208.0,117.0,116.0,52.0,68.0,64.0,47.0,53.0,175.11,285.65,102.2,7.83,47.4,618.19,28.33,46.21,16.53,1.27,7.67,142732,Khapamal,khapamal,167825.0,22.90821581,80.00258312,1629.0,66.0,1456.0,7,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000092
VIL_000288,492683,Niwari Jar Khurd,22.90821581,80.00258312,233.0,9.0,208.0,117.0,116.0,52.0,68.0,64.0,47.0,53.0,175.11,285.65,102.2,7.83,47.4,618.19,28.33,46.21,16.53,1.27,7.67,142732,Khapamal,khapamal,167825.0,22.90821581,80.00258312,1629.0,66.0,1456.0,7,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000092
VIL_000289,492682,Niwari Mal.,22.90821581,80.00258312,233.0,9.0,208.0,117.0,116.0,52.0,68.0,64.0,47.0,53.0,175.11,285.65,102.2,7.83,47.4,618.19,28.33,46.21,16.53,1.27,7.67,142732,Khapamal,khapamal,167825.0,22.90821581,80.00258312,1629.0,66.0,1456.0,7,3901,Bijadandi,Narayanganj,3642.0,415,Mandla,mandla,Madhya Pradesh,Village land cover areas distributed from GP based on population share. Percentages reflect GP-level land cover composition.,GP_000092
